,Name,Comment,stopword_comment,Hasil Sentimen
7652,Yurischa Nuzulul Khoirunnisa,"Sehat sehat ya pak jokowi, doa ku selalu untukmu dan Indonesiakuu",sehat sehat jokowi doa untukmu indonesiaku,Positif
7653,Bagus Budi,Kalau soal tenaga kerja asing pak? pesangon dll...,tenaga kerja asing pesangon,Negatif
7654,Idahnya Firman,Jadi qta di prenk sama DPR ??😂,qta prenk dpr,Negatif
7655,Yuliawati Gozali,"Terimakasih Pak Presiden. Ditutup dengan keterbukaan menerima saran dengan cara yang baik, bukan dg demo yg merusak. Salam sehat sejahtera pak Presiden Joko Widodo beserta jajarannya.",terimakasih presiden ditutup keterbukan menerima saran demo merusak salam sehat sejahtera presiden joko widodo beserta jajaranya,Positif
7656,light,Kesimpulannya semua hoax mari kita bandingkan dengan penjelasan dari semua narasumber  mata najwa,kesimpulanya isu bohong mari bandingkan penjelasan narasumber mata,Negatif
7657,Sumarso 11,Barakallah fiikum pak. Terima kasih penjelasannya,barakalah fikum terima kasih penjelasanya,Positif
7658,Dabixs SEF,"Tolonglah pak...jgn menjelaskan tentang yg baiknya aja...coba jelaskan dampak buruknya juga..
😭😭😭",tolonglah baiknya coba dampak buruknya,Negatif
7659,Aldi Putra,Yang membuat kebijakan pengen di lawan? ya gak mungkin lah ahahahah,kebijakan lawan ahahahah,Positif
7660,Abdul R,Bibir pucat pak,bibir pucat,Positif
7661,Wulan Agustina,"😂😂😂 anjir pendukung Jokowi semua, bubar",anjing pendukung jokowi bubar,Negatif
7662,なおみ Naomi Rosantika Tondang,"Belajar dari dari permasalahan revisi UU tahun 2019 lalu...sibuk demo sibuk heboh sana sini...para mahasiswa yg merasa paham ilmu politik undang2 sibuk berdemo..akhirnya udah di baca keseluruhan malu sendiri..
Permasalahan omnimbuslaw kali ini aku santui dan yakin pemerintah tak sebodoh itu..then finally true... 

Terima kasih pak jokowi semoga sehat selalu..

Btw atura dananya bisa utk pertumbuhan ekonomi...sekarang kayaknya harus ngabisinin dana bnyk utk perbaikan fasilitas...

Jgn mau di goreng bos..mari sama sama cerdas utk tenang",belajar permasalahan revisi sibuk demo sibuk heboh mahasiswa paham ilmu politik undang sibuk berdemo baca malu permasalahan omnimbuslaw kali santui pemerintah sebodoh then finaly true terima kasih jokowi semoga sehat ngomong-ngomong atura dananya pertumbuhan ekonomi kayaknya ngabisinin dana perbaikan fasilitas goreng bos mari cerdas tenang,Positif
7663,Hiro hito,@luqman Azhar baihaqi Yoyoy bro.sombong banget ntar giliran keturunannya susah baru ngeluh,azhar baihaqi yoyoy saudara laki-laki sombong banget sebentar giliran keturunanya susah ngeluh,Negatif
7664,luqman Azhar baihaqi,"@Nurul Rahmi maklumi saja biarkan anaknya apa cucunya nanti merasakan jika di sahkan ruu ini . Budayakan membaca !!! 
Kaji pasalnya ayat2nya positif negatifnya ... Ya ngga temen mahasiswa 👍 ?",rahmi maklumi biarkan anaknya cucunya merasakan sahkan budayakan membaca kaji pasalnya ayatnya positif negatifnya nga teman mahasiswa,Negatif
7665,Nurul Rahmi,bicit bgt sih mbak,bicit banget mbak,Positif
7666,Hiro hito,siapa kau bilang mahasiswa malu malah kami bangga ikut berdemonstrasi melawan demon yg sesungguhnya,bilang mahasiswa malu banga berdemonstrasi melawan demon sesunguhnya,Positif
7667,Naharina Ulfatin,lo gak pernah jadi mhsswa ya ?,mhswa,Positif
7668,21_Muhammad Hadi Luqman Affandi,eh emanh malu sendiri ya? aku baru tahu 🤣🤣🤣 ya seenggaknya mereka jadi sadar udah gitu aja,eh emanh malu sengaknya sadar,Negatif
7669,yuswanthie,Amiin ya Alloh jalah Negri ku,amin aloh jalah negri,Positif
7670,Carsidi Cirebon,"Itu yang dislike, korban hoax yang kemarin demo.",dislike korban isu bohong kemarin demo,Negatif
7671,HQ 25,"malu tu seharusnya yg pada ikutan demo...
tapi ya gimana lagi udah terjadi...
kita diambil hikmahnya aja dari kejadian smoga ngk terjadi lagi...",malu tu ikutan demo diambil hikmahnya kejadian smoga ngk,Negatif
7672,ARIEF OXY SPEED,"Semangat pak, walaupun klarifikasinya telat, bnyak demo dmn2 kerusakan fasilitas umum jg bnyak kn yg rugi pemerintah jg",semangat klarifikasinya terlambat bnyak demo dimana kerusakan fasilitas bnyak rugi pemerintah,Negatif
7673,irfan affandi,Penjelasan kurang detail. Justru yg lebih detail yg berubah.,penjelasan detail detail berubah,Negatif
7674,Carsidi Cirebon,"Kritis boleh, bodo jangan.

Matursuwun pak presiden sudah klarifikasi semua.",kritis bodo matursuwun presiden klarifikasi,Negatif
7675,Zr_franco,Dari kemaren apo ngomong nya..terlambat..orang sudah pada hancur,kemarin apo bicara terlambat orang hancur,Negatif
7676,InfoPendaki Official,"Saya: ""baca dulu ruu nya baru demo"". Kata teman saya: ""saya ga suka baca. Cuma baca teks pidato sama komik doraemon"". 
Saya: ""pantesan kamu mudah dipengaruhi dan dijadikan boneka!!""",baca demo teman suka baca baca teks pidato komik doraemon pantesan mudah dipengaruhi dijadikan boneka,Negatif
7677,Agus Anjani,Wkwk 900 halaman cuk. Hanya di tuntaskan semalam doang,tertawa halaman cuk tuntaskan semalam,Negatif
7678,Santi Santi,"Kenapa baru muncul
Itu aja pertanyaaan masyarakat",munculitu pertanyan masyarakat,Negatif
7679,Marselinus Nandi ardana 95,"harus tegas mulai dari kejadian ini supaya tidak. Banyak postingan-postingan,video-video yg bersifat mengadu domba, dan kalau bisa tangkap dan penjarakan pelakunya supaya tidak ada lagi yg terjadi seperti ini",kejadian postingan postingan video video bersifat mengadu domba tangkap penjarakan pelakunya,Negatif
7680,Muhamad Aditiya,"Mohon maaf sebelumnya, makanya kalo setiap apa apa yang mengait tentang negeri ini disahkan nya jangan tengah malam pak. Orang orang sedang tidur tiba tiba UU ini disahkan, oleh karena itu banyak hoax yang bertebaran",mohon maaf mengait negeri disahkan malam orang orang tidur disahkan isu bohong bertebaran,Negatif
7681,Deni Bow Story,@Cupa Yamu kepitusan harus malam yah???..sy jga kerja mmbuat produk bisa malam..tetapiemperkenalkan ama presentasi siang lah.jgn mutus mlm2 sndiri..emang maling ngeles mlulu,yamu kepitusan malam yah kerja mbuat produk malam tetapiemperkenalkan presentasi siang mutus mlm maling berkilah mlulu,Negatif
7682,andi setyanto,@Ilham Nurfauzi egois matamu sowek nyatanya yg protes hampir di setiap daerah bukan cuma saya . merhatiin kok dikurangi pertanyaannya saya anda buruh apa bukan ? Paling kerjaan anda dibayar buat bales komen orang,nurfauzi egois matamu sowek protes daerah merhatin dikurangi pertanyanya buruh kerjan dibayar balas komen orang,Negatif
7683,Susanoo Kagutsuchi,udh tau warga nya sensitif semua.. jadilah begini..,warga sensitif,Negatif
7684,Yoga Permana,@andi setyanto  betul,setyanto,Positif
7685,Yoga Permana,@zhin gin kalo tidak diluruskan mana akan ada penjelasan dari presiden,gin diluruskan penjelasan presiden,Positif
7686,andi setyanto,@Ilham Nurfauzi saya kerja di pabrik penurunan pesangon merugikan. tertinggi di Asia biarin. malah belai impostor la anda sendiri buruh apa bukan,nurfauzi kerja pabrik penurunan pesangon merugikan tertingi asia biarin belai impostor buruh,Negatif
7688,andi setyanto,@zhin gin kenyataannya diturunkan,gin kenyatanya diturunkan,Negatif
7689,andi setyanto,@Ilham Nurfauzi kenyataannya diturunkan itu merugikan yg saya maksud dari komenan diatas,nurfauzi kenyatanya diturunkan merugikan maksud komenan diatas,Negatif
7690,zhin gin,"@andi setyanto dih bujjer?? Gajelas lu, kalo kalah AKUI KEKALAHAN DENGAN LAPANG! bocah kali nih orang ya?? Egois bgt, bknnya minta maaf kalo salah malah makin gajelas maluu maluu",setyanto dih bujer gajelas kalah akui kekalahan lapang bocah kali orang egois banget bknya maaf salah gajelas malu malu,Negatif
7691,zhin gin,"@Ilham Nurfauzi iya udh nyalah2in presiden terus kena hoax ga malu, malah makin ngegas, pikiran sempit gmn mau maju negara ckckck",nurfauzi salah presiden kena isu bohong malu ngegas pikiran sempit maju negara ckckck,Negatif
7692,zhin gin,"@Hiro hito makanya jadilah masyarakat yang berhati damai, dan jadilah masyarakat yang PINTAR , pake otak dan hati jangan hanya pakai nafsu mudah di adu domba",hito masyarakat berhati damai masyarakat pintar pakai otak hati pakai nafsu mudah adu domba,Negatif
7693,Deni Bow Story,Yoi..yg kerja tengah malam biasanya maling,yoi kerja malam maling,Positif
7694,Denie Prayoga,Kalo itu hoax knapa 2 partai tidak menyetujui.. dan walk out saat sidang pari purna,isu bohong knapa partai menyetujui walk out sat sidang pari purna,Negatif
7695,Oppa Xin Entertainment,"Mungkin waktu selesainya malam, kan di dpr kerjanya gak kaya kamu,, brangkat jam 8 pylang jam 4,,kadang didpr/d, rapat juga sampai malam..",selesainya malam dpr kerjanya kaya brangkat jam pylang jam kadang didpr rapat malam,Negatif
7696,andi setyanto,@ferry Qunya aturan outsourcing dan pesangon lalu tentang pengelolaan hutan search aja di Google atau CNN yg jelas beritanya,qunya aturan outsourcing pesangon pengelolan hutan search gogle cn beritanya,Negatif
7697,ferry Qunya,@andi setyanto boleh tau bro yg kontroversialnya yg mana biar gw bisa pelajari juga,setyanto saudara laki-laki kontroversialnya biar pelajari,Negatif
7698,Sata Sata,Iya juga harusnya di publikan lewat tv di siaran langsungkan semu setadiun tv betul juga ya bos,publikan tv siaran langsungkan semu setadiun tv bos,Negatif
7699,ferry Qunya,"Banyak yg di sahkan di siang bolong juga di demo bro . ini bukan soal siang malam pagi petang. 

Pernah rapat kerja kan di kantor?",sahkan siang bolong demo saudara laki-laki siang malam pagi petang rapat kerja kantor,Negatif
7700,wildan athar,"@andi setyanto up, yg disampaikan tidak ada penjelasan tentang poin2 ketenagakerjaan,  hanya masalah menciptakan lapangan kerja dan memacu timbuhnya umkm,  saya malah curiga terkaiy ketenagakerjaan memang benar isu nya,  supaya org ga jd karyawan atau buruh,  tp jd pengusaha umkm",setyanto up penjelasan poin ketenagakerjan menciptakan lapangan kerja memacu timbuhnya umkm curiga terkaiy ketenagakerjan isu orang karyawan buruh pengusaha umkm,Negatif
7701,andi setyanto,yg dikatakan Joko memang fakta tapi dia tidak sebutkan poin2  yg kontroversial di UU tersebut dan hanya untuk menenangkan pendukung nya,joko fakta sebutkan poin kontroversial menenangkan pendukung,Negatif
7702,Hansalie Alieudin,Anda salah hoax itu sdh ada sblm undang undang di syah kan  ! Hrs kita pelajari dahulu. Kita hrs cerdas jgn mau dia adu domba. !,salah isu bohong undang undang syah pelajari cerdas adu domba,Positif
7703,Jordan 1,"Namanya aja rapat paripurna mas, hampir 80% rapat paripurna dilaksanakan jam 23.00, agar tidak mengganggu jam kerja normal.",namanya rapat paripurna mas rapat paripurna dilaksanakan jam mengangu jam kerja normal,Negatif
7704,Hiro hito,@Dyaa' yg bikin ricuh ya DPR.coba asosiasi kan baik² agar sampai pesan nya pada publik,bikin ricuh dpr coba asosiasi pesan publik,Negatif
7705,Dyaa',KARENA HOAK ITULAH YANG BKIN RICUH dahulu,hoak bkin ricuh,Negatif
7706,Iqbal Az,Walaupun agak telat tapi saya memaklumi Karena pakpres sibuk dan fokus dengan tugas2 nya untuk memajukan negara ini... Tetap semangat Pak Presiden...,terlambat memaklumi pakpres sibuk fokus tugas memajukan negara semangat presiden,Negatif
7707,Reza Pra,"tapi kenapa harus tenaga asing bebas,",tenaga asing bebas,Positif
7708,Enny 2020,Semoga tidak bohong..mulutmu harimaumu... presiden omongnya begini menteri nya omong nya begitu DPR omongnya beda lagi yg ada kegaduhan... miriis 👎🏼👎 tidak ada kesamaan...semoga pers ini benar adanya dlapangan,semoga bohong mulutmu harimaumu presiden omongnya menteri omong dpr omongnya beda kegaduhan miris kesaman semoga pers dlapangan,Negatif
7709,cha Irma,"Menurut saya tidak benar rasanya menyalah kan para pendemo, jika memang ada klalifikasi dr pihak pemerintahan sebelum demo besar"" juga tidak akan seperti ini. Lagi pula para mahasiswa dan lain nya berdemo untuk kepentingan negara, mereka tidak ingin negri ini semakin mempersulit rakyat nya. Mereka sangat peduli dgn para buruh.. sebelum nya semoga pemerintah memang benar"" melihat penderitaan rakyat kecil, yang kaya tidak masalah... untuk rakyat kecil bagaimnaa???",menyalah pendemo klalifikasi pemerintahan demo mahasiswa berdemo kepentingan negara negri mempersulit rakyat peduli buruh semoga pemerintah penderitan rakyat kaya rakyat bagaimna,Negatif
7710,kecubung bacan,"hp mu bagus bro bisa buat internet jga, msak cman buat cari berta hoax",hp mu bagus saudara laki-laki internet msak cman cari berta isu bohong,Positif
7711,Dani basuki,sblum Demi baca uu nya... drimana bacanya di internet.. bukan di medos,sblum baca drimana bacanya internet medos,Negatif
7712,Bilqis Cimbi,"Gimana mahasiswa gak marah, udah kemakan hoax. Lalu apa yang dilakukan oleh ketua DPR yang terhormat semakin membuat geram dengan mematikan mic saat orang lain berpendapat. Apakah itu menunjukkan sosok dewan yang baik? Itu namanya membungkam secara paksa. Saya pikir Mahasiswa tidak sepenuhnya salah. Kalau mahasiswa tidak turun ke jalan, apa akan ada klarifikasi seperti ini? Apa akan ada penjelasan seperti ini?",mahasiswa marah kemakan isu bohong ketua dpr terhormat geram mematikan mic sat orang berpendapat menunjukan sosok dewan namanya membungkam paksa pikir mahasiswa sepenuhnya salah mahasiswa turun jalan klarifikasi penjelasan,Negatif
7713,Erna Irawati,@Amry TV kmu udh baca uu nya ya....kasih link nya dong saya penasaran pingin baca uu omnibuslaw kok simpang siur gini jd bingung yg bener siapa,tv kmu baca kasih link penasaran pingin baca omnibuslaw simpang siur bingung,Negatif
7714,Annisa Nurul Aristania,"@Hanya Coba coba wahhh akhirnya ada yg mikir gini ,jan lngsung prcya knp tu protes kita smua jg blm tau apa yg sbnrnya dipikirkan aplg sudah gini makin narik simpati aslinya mah bodo amat",coba coba mikir jan lngsung prcya tu protes sbnrnya dipikirkan aplg narik simpati aslinya bodo,Negatif
7715,Kelvin Smith,@Hanya Coba coba good comment bro. Biar yg belain si benny tau klo yg dibela salah.,coba coba god coment saudara laki-laki biar belain si beny dibela salah,Negatif
7716,CDR 28,"@Susanoo Kagutsuchi lu yang bocah, , belom baca draft asli tapi udh teriak2 gak jlas..",kagutsuchi bocah baca draft asli teriak jlas,Negatif
7717,Susanoo Kagutsuchi,@CDR 28 haha ketauan gak ngikutin RUU cipta kerja dari awal nih bocah.. blajar lg sana..,tertawa ketahuan ngikutin cipta kerja bocah blajar,Negatif
7718,Susanoo Kagutsuchi,"@CDR 28 iya itu disusun sejak 2019, tp disahkan mendadak.. gimana sih ente.. 
kan dari dulu jg udh menuai polemik UU cipta kerja ini makanya ditunda2 pengesahannya.. makanya baca berita tu jgn satu media aja",disusun disahkan mendadak ente menuai polemik cipta kerja ditunda pengesahanya baca berita tu media,Negatif
7719,Yudhistira Gozali,@CDR 28 namanya jg lg belajar bos.y masih tolol.klo uda lulus dan bekerja baru tau rasanya susahnya cari uang dan banting tulang..hehe,namanya belajar bos tolol lulus susahnya cari uang banting tulang he,Negatif
7720,Althaf & Parents,"Yg dibilang mahasiswa, kaum milenial dan terpelajar kompak demo berjamaah ( ato ikut2an rame) di hampir smw provinsi atas hal yg gk mreka pelajari dlu cuma berdasarkan "" Katanya "", krna gampang kata blakang'y tinggal nyalahin pemerintah..... Prestasi yg luar biasa, saya salut😁😁😁",dibilang mahasiswa kaum milenial terpelajar kompak demo berjamah ikutan ramai provinsi mreka pelajari berdasarkan krna gampang blakang tingal salah pemerintah prestasi salut,Negatif
7721,Yudhistira Gozali,Dari semua yg demo kemaren paling 10% doang yg ngerti apa yg di demo.sisanya pada gak paham.dah gitu ngerusak fasum lg.bikin angka covid makin meningkat aj.,demo kemarin mengerti demo sisanya paham deh ngerusak fasum bikin angka covid meningkat,Negatif
7722,BONCOS FISHING OYE,"@Berani Kotor baru draft om, sebanyak 1000 lebih pasal, skrng sudah menjadi 908 pasal aja, pasal2 mana aja yg dihilangkan? Mungkin aja pasal yg harusnya menguntungkan rakyat malah ditiadakan u know lah para petinggi ini sifatnya gmna,",kotor draft om pasal skrng pasal pasal dihilangkan pasal menguntungkan rakyat ditiadakan know petingi sifatnya gmna,Negatif
7723,cup cakes,"udahlahhh sama"" salah, mahasiswa juga cuman sok-sok an...",udahlah salah mahasiswa cuma sok sok an,Negatif
7724,Nopi Yanti,"Setuju.
Indonesiaku harus demo harus ada yang berdarah2 dulu baru ada klarifikasi..
Mahasiswa hanya menuntut keadilan bagaimana semestinya.",setuju indonesiaku demo berdarah klarifikasi mahasiswa menuntut keadilan semestinya,Negatif
7725,BONCOS FISHING OYE,"Menunggu chaos baru bertindak bobrok skali , panjang umur perjuangan",menungu chaos bertindak bobrok umur perjuangan,Positif
7726,Berani Kotor,"Sudah ada draft ruu yg final dari bulan lalu..ada di hukumonline..mereka saja yg ga cari..jangan cari alasan..

Mana mahasiswa yg ngomong sudah cari? Mereka cari dimana?

Draft sudah ada sejak februari",draft final hukumonline cari cari alasan mahasiswa bicara cari cari dimana draft februari,Negatif
7727,BENGET SITINJAK OFFICIAL,"Mahasia termakan hoax dan emosi. Mahasiswa kelas ff,ml dan pubg.",mahasia termakan isu bohong emosi mahasiswa kelas f ml pubg,Negatif
7728,Shanty Shanty,setuju gan,setuju juragan,Positif
7729,Susanoo Kagutsuchi,"@Hanya Coba coba intinya sih ada kepentingan politik dibalik ini smua, mau itu masalah mic ataupun masalah pengesahan RUU yg trlalu mendadak.
Jd memang untuk melerai ini semua cuma satu yaitu bagikan draft yg asli UU nya, biar transparan dan semua org bisa menilai mana yg hoax mana yg bukan.",coba coba intinya kepentingan politik dibalik mic pengesahan mendadak melerai bagikan draft asli biar transparan orang menilai isu bohong,Negatif
7730,Hanya Coba coba,"terkait situasi saat pematian mic itu menurutku pimpinan sidang tdk salah.. karena sedari awal sudah disepakati kalau pertiap fraksi dibatasi beberapa menit (sekitar 5 menit per fraksi) utk menyampaikan pendapatnya.. demokrat sudah 5 menit, sudah lebih malah.. substansi nya juga sudah didapat yakni mereka tdk sepakat, mereka juga mengajukan voting, dan pimpinan menyetujui hal tsb.. 

tapi dari fraksi masih pengen ngomong ya tentu lah, fraksi lain aja ngomong 5 menit, harus berlaku adil.. dan masih dikasih kesempatan kok, “akan kami berikan setelah pemerintah menyampaikan pidato nya”.. ya karna memang disesuaikan dgan keputusan awal tadi..

tapi ada yg ngomen, “kalau sudah pidato dari pemerintah, berarti itu sudah diundangkan, dan jadi tidak berlaku dong kalau mau ngasih pandangan” betul bisa jadi.. tapi kan ada sistem judicial review, kalau fraksi tadi masih pengen, ya selayaknya perwakilan rakyat, ajaklah rakyat, brrikan pencerdasan, dan blg ke masyarakat agar mengajukan judicial review karena poin apa saja..

itu kalau membahas terkait etika dalam persidangannya sih ya..

secara keseluruhan memang sidang ini terkesan diburu buru, ada total 900 pasal di mana draft asli pun tidak dimiliki oleh anggota dewan yg kala itu hadir.. harusnya bisa ditunda dulu sampai punya semua.. dan bukan hanya itu saja, dengan begitu banyaknya poin pembahasan, tidak mungkin diselesaikan hanya begitu sja, keterlibatan satgas perumusan jarang diketahui, bahkan naskah akademiknya ya allah belum tau dah :v .. harusnya kan kek gitu dishare biar mhs bisa mengkaji isi nya sesuai dgan apa yg dibahas di dpr.. itu kesalahan yg fatal..",terkait situasi sat pematian mic menurutku pimpinan sidang salah sedari disepakati pertiap fraksi dibatasi menit menit fraksi pendapatnya demokrat menit substansi sepakat mengajukan voting pimpinan menyetujui fraksi bicara fraksi bicara menit berlaku adil dikasih kesempatan pemerintah pidato disesuaikan dgan keputusan ngomen pidato pemerintah diundangkan berlaku pandangan sistem judicial review fraksi selayaknya perwakilan rakyat ajaklah rakyat brikan pencerdasan bilang masyarakat mengajukan judicial review poin membahas terkait etika persidanganya sidang terkesan diburu buru total pasal draft asli dimiliki angota dewan hadir ditunda banyaknya poin pembahasan diselesaikan sja keterlibatan satgas perumusan jarang naskah akademiknya allah deh dishare biar mhs mengkaji isi sesuai dgan dibahas dpr kesalahan fatal,Negatif
7731,Hendy Suroso,"biasanya sih yg viral itu ujung2 nya ""minta maaf"" tapi apakah ini berlaku bagi anggota dewan? wkwk",viral ujung maaf berlaku angota dewan tertawa,Negatif
7732,Raihan Nasha,itu dia drama telenovela eksekutif dan legislatif,drama telenovela eksekutif legislatif,Negatif
7733,Erna Irawati,@Akalanka Xx gk bakal klarifikasi klo gk di demo dulu,x klarifikasi demo,Negatif
7734,Erna Irawati,Setuju...menurutku keputusan ini hasil demo kmrn...klo gk didemo uu nya ttp spt yg kesebar,setuju menurutku keputusan hasil demo kemarin didemo kesebar,Negatif
7735,Netion,perlu mahasiswa turun untuk muncul klarifikasi ini,mahasiswa turun muncul klarifikasi,Negatif
7736,Stevano Faturahman Rido,"Ada saat nya orang berpendapat ada saat nya orang untuk diam , itu sesuai dg kebijakan pimpinan rapat. Apabila pimpinan sudah berkata cukup dan sudah tercapai subtansinya , maka tak ada lagi yang harus di katakan , mematikan mic keputusan pimpinan ketika sudah dicapai subtansinya tetapi masih saja berbicara itu sudah tepat , lebih pintar sedikit , atau sesekali ikuti alur atau peraturan rapat internasional.",sat orang berpendapat sat orang diam sesuai kebijakan pimpinan rapat pimpinan tercapai subtansinya mematikan mic keputusan pimpinan dicapai subtansinya berbicara pintar ikuti alur peraturan rapat internasional,Negatif
7737,Novi,"Setuju! Harusnya pemerintah harus lebih terbuka dari awal akan hal-hal seperti ini, biar jelas dan tidak ada Salah paham.",setuju pemerintah terbuka biar salah paham,Negatif
7738,Akalanka Xx,"Yaps betul
Gmana mahasiswa ga kemakan hoax, baleg aja blum dpat draft final yang resmi. Masyarakat yang mau poisitif thinking dengan baca RUU aja nyatanya itu bukan draft final.
Ga salah sih orang demo, orang mau ketemu DPR buat dialog eh malah dipagarin polisi, bagaimana ga makin emosi tuh wkwk 
malah tanpa mereka yang demo di setiap jalur ninja masing2, klarifikasi presiden atau staf pemerintahan pasti bakal lama, atau mungkin ga ada",yaps betulgmana mahasiswa kemakan isu bohong baleg dpat draft final resmi masyarakat poisitif thinking baca draft final salah orang demo orang ketemu dpr dialog eh dipagarin polisi emosi tertawa demo jalur ninja klarifikasi presiden staf pemerintahan,Negatif
7739,Yeli Mardona,Setuju dengan pernyataan ini..,setuju pernyatan,Positif
7741,IbuDewi Dewi,"Semoga tetap konsekuen ya pak atas apa2 yang diinformasikan supaya tidak ada buruk sangka dari rakyat2 bapak ini,kami semua mengharapkan selalu akan kebenaran2,semoga sehat selalu Presidenku.",semoga konsekuen dinformasikan buruk sangka rakyat mengharapkan kebenaran semoga sehat presidenku,Positif
7742,KABAR2020,"PASAL 143 & 144 UU OMNIBUS LAW CIPTA KERJA ADALAH PASAL SELUNDUPAN UU OMNIBUS LAW YG AKAN MENGIZINKAN UNIT APARTEMEN² SEPERTI MEIKARTA, DLL DIBELI OLEH WARGA NEGARA ASING. WALAUPUN JANGKA WAKTU HGB PENGEMBANG KE NEGARA MEMPUNYAI BATASAN WAKTU YAKNI DLM UNDANG² DISEBUTKAN MAKSIMAL 50 TAHUN, AKAN TETAPI DENGAN NILAI TUKAR MATA UANG INDONESIA YG RENDAH DIBANDING ASING, BESAR KEMUNGKINAN AKAN MENJADIKAN BANYAKNYA WNA HIDUP & TINGGAL DI INDONESIA KARENA JANGKA WAKTU 50 TAHUN SAMA SAJA ADALAH SEPARUH UMUR RATA² ORANG HIDUP SAAT INI. INI SAMA SAJA ADALAH PASAL UTK MEMINDAHKAN WNA UNTUK HIDUP DI INDONESIA, DAN JIKA WNA HIDUP DI INDONESIA ITU SAMA HALNYA MEREKA BEKERJA, BERBISNIS, MENGGUNAKAN SUMBER DAYA ALAM INDONESIA, YANG JUGA BERDAMPAK MENGURANGI LAPANGAN PEKERJAAN WARGA PRIBUMI INDONESIA, DAN SATU HAL LAGI YG PERLU DIPERHATIKAN BAHWA BISA SAJA ATURAN UNDANG² HGB MAKSIMAL 50 TAHUN SUATU SAAT NANTI DIHAPUS/ DIUBAH/DIREVISI MENJADI JANGKA WAKTU SEUMUR HIDUP.

Buruh itu orang susah, miskin, kurang mampu... sungguh sama saja tdk berperikemanusiaan kalau nambahin mereka jadi susah...sesederhana itu saja mikirnya..jgn dikembang²in lalu malah jdi rumit & bikin konslet sendiri muter² jauh dari esensi utamanya....mereka kerja bwt makan....klo orang kaya khn nggak bwt makan lagi tapi bwt bersenang² & beli barang mewah...

Mereka bekerja jadi buruh karena tidak punya modal untuk usaha...

Semua orang kalau punya uang banyak otomatis pastilah berbisnis jadi pengusaha kecil / UMKM, jadi tidak relevan kalau mengkotak²an jadi buruh dengan jadi seorang pengusaha/UMKM..apalagi berharap memaksakan seseorang jadi pengusaha.

Modal jadi pebisnis/pengusaha itu apa?? Modalnya uang....jgn pernah percaya klo ada modal yg lain seorang pengusaha selain uang.

Orang miskin itu nggak punya duit/modal bwt usaha...modal dari mana?? memangnya sandiaga uno ngeduk gunungan tumpeng pitu lalu bangun mini market, rumah sakit, dll lalu bilang...ohh..bwt nyiptain lapangan pekerjaan...kuclok bener...mana ada maksain orang bwt berprofesi jadi pengusaha.

Bernegara dan semua yg bekerja di pemerintahan dasar utamanya harus ingat dan selalu dipegang teguh: yakni untuk kemakmuran rakyat kita..utamanya rakyat bawah.

Lalu apa yg sudah bpk, & DPR lakukan skrg??  stress sendiri...konslet sendiri...cobalah merenung.... kenapa malah nambahin kacau negara ini....makmur, sejahteranya dimana?

Teori² & angka² ekonomi makro itu cita² awang², bukan real life, bukan kenyataan hidup.",pasal omnibus law cipta kerja pasal selundupan omnibus law mengizinkan unit apartemen meikarta dibeli warga negara asing jangka hgb pengembang negara batasan undang maksimal nilai tukar mata uang indonesia rendah dibanding asing menjadikan banyaknya wna hidup tingal indonesia jangka separuh umur orang hidup sat pasal memindahkan wna hidup indonesia wna hidup indonesia halnya berbisnis mengunakan sumber daya alam indonesia berdampak mengurangi lapangan pekerjan warga pribumi indonesia diperhatikan aturan undang hgb maksimal sat dihapus diubah direvisi jangka seumur hidup buruh orang susah miskin sunguh berperikemanusian nambahin susah sesederhana mikirnya dikembangin rumit bikin konslet muter esensi utamanya kerja makan orang kaya khn ngak makan bersenang beli barang mewah buruh modal usaha orang uang otomatis berbisnis pengusaha umkm relevan mengkotakan buruh pengusaha umkm berharap memaksakan pengusaha modal pebisnis pengusaha modalnya uang percaya modal pengusaha uang orang miskin ngak uang modal usaha modal memangnya sandiaga uno ngeduk gunungan tumpeng pitu bangun mini market rumah sakit bilang oh nyiptain lapangan pekerjan kuclok memaksa orang berprofesi pengusaha bernegara pemerintahan dasar utamanya dipegang teguh kemakmuran rakyat utamanya rakyat dpr lakukan stres konslet cobalah merenung nambahin kacau negara makmur sejahteranya dimana teori angka ekonomi makro cita awang real life kenyatan hidup,Negatif
7743,Avexaverius Laia,"Trimakasih pak Jokowi 
God bless you",trimakasih jokowi god bles you,Positif
7744,maryunah,"Kenpa bpk bicara setelah banyak yg terluka 😭 kenapa bapak tidak jelaskan pagi2 setelah malam ketok palu biar rakyat tidak memanas baca berita yg katanya hoax itu ???
Semoga bapak bisa selalu amanah dan jujur kepada rakyat 🙏",kenpa bicara terluka pagi malam ketok palu biar rakyat memanas baca berita isu bohong semoga amanah jujur rakyat,Negatif
7745,Malika Agency,"Jika di dengar pidato presiden saat ini sangat meyakinkan, tapi kenyataan di lapangan berbeda.... Selama ini seperti itu, sadar banyak pengangguran di negeri ini tapi justru kenapa TKA china terus berdatangan dan lowongan itu hanya untuk mereka",dengar pidato presiden sat kenyatan lapangan berbeda sadar penganguran negeri tka china lowongan,Negatif
