,Name,Comment,stopword_comment,Hasil Sentimen
366,CerMat,Itu kan klompok.mu yg selalu bwa nma masyarakat atau umat,klompok mu bwa nma masyarakat umat,Negatif
367,Frans khadavi,Smua harus dipertanggung jawabkan ktika mnjabat bahkan smpai nnti sdh lengser,dipertangung jawabkan ktika mnjabat smpai nti lengser,Negatif
368,Preman Ganteng🇮🇩,"Wah udah mulai inves nih...
Jawa timur investor nya mn..,?",inves jawa timur investor mn,Negatif
369,NTZN BGZT,"ditekan eropa amerika, lawan terus. mau SDA indonesia? investasi di indonesia, buka lapangan pekerjaan untuk indonesia pabrik dll. intinya begitu, yang kebakaran jenggot tukang ekspor bahan mentah. Korea china mau ikut aturan main, eropa amerika ngga mau repot2.",ditekan eropa amerika lawan sda indonesia investasi indonesia buka lapangan pekerjan indonesia pabrik intinya kebakaran jengot tukang ekspor bahan mentah korea china aturan main eropa amerika nga repot,Negatif
370,Frans khadavi,Lord luhut tuh gmna,lord luhut gmna,Negatif
371,Jose Alves,Mantap pak presiden👍👍🙏💞,mantap presiden,Positif
372,hendra batubara,Ok pak presiden,presiden,Positif
373,Pielter _,Mantul pak de..🔥👍🏼,mantul adik,Positif
374,Hery Basuki,Sehat selalu bapak Presiden Joko Widodo🇮🇩🇮🇩👍👍🙏,sehat presiden joko widodo,Positif
375,Surya suryatno,Mantap presidenku.kl ada kepala daerah yg ngutak ngatik karna pengen dapet masa doang dan ngambil simpati yg memanpaatkan buruh 🙏,mantap presidenku kepala daerah ngutak ngatik mengambil simpati memanpatkan buruh,Negatif
379,Sunanto Sukarno,"Mungkin untuk memenuhi Keputusan MK dimaksud, perlu dilakukan Perubahan Atas UU No. 12 Tahun 2011, agar ada payung hukum untuk dibentuknya UU tentang Cipta Kerja (yang bentuknya Omnibuslaw), tentu saja perubahan itu akan lebih simple, karena hanya menyangkut beberapa pasal saja. Dengan demikian tidak akan ada lagi komplain bahwa UU tentang Cora Kerja cacat prosedural. Adapun berkaitan dengan pasal terkait substansinya, terutama yang menjadi entry point pendemo untuk ""mengganjal"" , perlu diberi Penjelasan. Dalam hal kontrak kerja dan Tripartit yang menentukan UMP/UMR serta peran sesungguhnya Pemerintah yang sebatas Fasilitator dan pengesahan UMR/UMP dimaksud, agar tidak menghambat investasi dan perluasan kesempatan kerja, yang pada gilirannya akan mensejahterakan buruh itu sendiri.",memenuhi keputusan mk perubahan nomor payung hukum dibentuknya cipta kerja bentuknya omnibuslaw perubahan simple pasal komplain cora kerja cacat prosedural berkaitan pasal terkait substansinya entry point pendemo menganjal penjelasan kontrak kerja tripartit menentukan ump umr peran sesunguhnya pemerintah sebatas fasilitator pengesahan umr ump menghambat investasi perluasan kesempatan kerja giliranya mensejahterakan buruh,Negatif
380,Nenek Lampir,"Saran saya pak Presiden. Dalam membuat perbaikan UU Cipta kerja nanti, dibuat saja semacam KUHP. Jadi ada Bab Babnya. 

UU yang diubah langsung dicabut saja dan dinyatakan tidak berlaku dan UU tersebut di copy paste dengan perubahannya masukkan dalam satu Bab.

Misalnya. 
Bab I Ketenagakerjaan. UU 2003 tersebut dicabut. Tetapi dicopy paste dengan perubahannya dalam satu bab.

Bab II Perizinan
Segala UU perizinan dicabut kemudian di copy paste beserta pasal yang mau diubah kemudian dimasukkan dalam satu Bab.

Begitu seterusnya. Jadinya seperti KUHP.

Kemudian untuk RDP, pak Presiden bisa melakukan RDP lewat zoom. Tentu ada yang tidak senang dalam hal ini buruh. Tetapi, pak Presiden bisa buat juga orang orang yang tidak kerja dan butuh kerja. Jelaskan bahwa jika pasal tersebut ada maka akan meningkatkan lapangan pekerjaan.

Atau pak Presiden bisa juga cabut satu persatu Undang Undang tersebut. Kemudian, satu persatu UU tersebur disahkan. Jadi tidak pakai Omnibus law. Tapi sendiri sendiri saja.

Begitu pak.",saran presiden perbaikan cipta kerja kuhp bab babnya diubah langsung dicabut dinyatakan berlaku copy paste perubahanya masukan bab bab ketenagakerjan dicabut dicopy paste perubahanya bab bab i perizinansegala perizinan dicabut copy paste beserta pasal diubah dimasukan bab kuhp rdp presiden rdp zom senang buruh presiden orang orang kerja butuh kerja pasal meningkatkan lapangan pekerjan presiden pergi persatu undang undang persatu tersebur disahkan pakai omnibus law,Negatif
381,Beda Sudut Pandang,Intinya biarkan rakyat yg untung. Rakyat harus untung pemerintah tidak boleh itung-itungan dg rakyat kalau rakyatnya bahagia negara harus ikut bahagia. Jangan selalu berdalih dg kemandirian rakyat pemerintah yg digaji rakyat sepantasnya dan sewajarnya berkorban dg spenuh hati karena sdah difasilitasi.,intinya biarkan rakyat untung rakyat untung pemerintah hitung hitungan rakyat rakyatnya bahagia negara bahagia berdalih kemandirian rakyat pemerintah digaji rakyat sewajarnya berkorban spenuh hati sdah difasilitasi,Negatif
382,Alfata Project,"Pemikiran kayak gini lah yg bikin banyak hutang kayak zaman suharto
Ubah pola pikir lu
Orang orang di dunia ini asetnya kerja keras, orangnya santai"" duit mengalir terus
Bukan malah asetnya diam diam bae, orangnya yang kerja habis habis""an",pemikiran kayak bikin hutang kayak zaman suhartoubah pola pikir luorang orang dunia asetnya kerja keras orangnya santai uang mengalir terusbukan asetnya diam diam bae orangnya kerja habis habis an,Negatif
383,Allya Agustin,Aku bangga pada presidenku  mantap Dan tegas itulah Membuat negara lain iri dgn  INDONESIA,banga presidenku mantap negara iri indonesia,Positif
384,mikail si alif,Hanya persiden jokowi lah yg bisa memajukan indonesia. 👍👍🇮🇩🇮🇩,persiden jokowi memajukan indonesia,Positif
386,CR7,"Dengerin tuh yg Demo, ...msh byk yg nganggur msh byk yg susah makan msh byk yg ingin bekerja , sesusah susah kalian yg demo msh byk yg lebih susah ...hrs ada investasi agar byk menyerap tenaga kerja byk ....hdup Presiden Jokowi lanjutkan ....",dengarkan demo ngangur susah makan sesusah susah demo susah investasi menyerap tenaga kerja hdup presiden jokowi lanjutkan,Negatif
387,Oppo Cot,Maju terus bpk presiden..aku sekarang banga sebagai warga  indonesia.di sini luar negeri..sedang membicarakan indonesia.kelihatan pada ngiri...maju terus bpk.💪💪💪,maju presiden banga warga indonesia negeri membicarakan indonesia iri maju,Positif
388,Cillo Cillo,Maju terus pak presiden 🙏🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩💪,maju presiden,Positif
389,BAGUS BERNARD,mantap...pak Presidenku....( minta kerja dong pak).... semoga rakyat Indonesia Makmur jaya abadi,mantap presidenku kerja semoga rakyat indonesia makmur jaya abadi,Positif
390,Devy Kampak,"Honorer minta jadi PNS, P3k di hapus.... Honorer manusia biasa & pnya kepastian... Bukan barang bekas langsung di buang begitu saja",honorer pns penjahat kelamin hapus honorer manusia pnya kepastian barang bekas langsung buang,Negatif
391,ahmad zulfikar,"kalau buat aturan perijinan mestinya nyambung dengan aturan perijinan yg lain sehingga calon pengusahanya tidak bingung, sudah keburu pesan nama PT ternyata ada yg belum sinkron dengan perijinan terkait",aturan perijinan mestinya nyambung aturan perijinan sehinga calon pengusahanya bingung terlanjur pesan nama pt sinkron perijinan terkait,Negatif
392,Indakar,Maju terus pak Jokowi. Asal semua demi rakyat Indonesia kami siap terus mendukung bapak.,maju jokowi rakyat indonesia mendukung,Positif
393,umi zuchrifah,"Bismillah, smoga lancar Pak JKW beserta jajarannya, amiin. Smoga industri dan roda ekonomi berjalan dgn baik...",bismilah smoga lancar jkw beserta jajaranya amin smoga industri roda ekonomi berjalan,Positif
394,Joni iskandar,Kami menolak keras U CIPTAKER....Jangan hanya mementingkan Pengusaha dan asing.,tolak keras ciptaker mementingkan pengusaha asing,Negatif
395,Hariwid,"Mantap pak Presidenku yg tegas dan amanah...... sehat selalu buat Bapak Presiden dan Bapak Wakil Presiden serta jajaran Kementerian kabinet ""Indonesia Maju"" , saya selalu mendukung dalam DOA..... Haleluya Amin...... 🧡",mantap presidenku amanah sehat presiden wakil presiden jajaran kementerian kabinet indonesia maju mendukung doa haleluya amin,Positif
396,James Vio,Pemimpin yg adil itu adalah wali Allah ... jd manfaatkan sebaik baknya kesempatan anda menjadi pemimpin dengan selalu meminta petunjuk kepada Nya untuk berbuat adil serta kebaikan dan kesejahteraan rakyatnya ...,pemimpin adil wali allah manfatkan baknya kesempatan pemimpin petunjuk berbuat adil kebaikan kesejahteran rakyatnya,Negatif
398,Amadeo Caesar,Semoga Pak Jokowi tetap bisa merakyat di masa yang sulit seperti pandemi COVID,semoga jokowi merakyat sulit pandemi covid,Positif
399,Joko Tri,Mantap pak jokowi lanjutkan terus demi NKRI yang maju. Rakyat Indonesia selalu mendukungmu,mantap jokowi lanjutkan nkri maju rakyat indonesia mendukungmu,Positif
400,Siska Susanti,sehat trs buat presiden ke banggan ku,sehat presiden bangan,Positif
401,XTC cherebon,"Pak jokowi..tolong tgl 2 Des.nanti.
Jangan kasih ruang buat gerombolan wiro sableng 212 yg akan reunian. Di monas. 
Bubarin saja dan kurung semua pengurus2 nya. Bikin cluster covid baru lagi saja",jokowi tolong tanggal des kasih ruang gerombolan wiro sableng reunian monas bubarkan kurung pengurus bikin cluster covid,Negatif
402,Luxio Japan,"Harus tegas pak Presiden, jangan kasih kendor. Yg butuh kerja masih banyak, yg tidak sanggup ikut aturan pemerintah silahkan proses hukum.",presiden kasih kendor butuh kerja sangup aturan pemerintah silahkan proses hukum,Negatif
403,Ayfie channel,Lanjutkan pak presiden....saya dukung 100%🇮🇩🇮🇩👍,lanjutkan presiden dukung,Positif
405,Jonas Paat,Ada TROJAN yang seperti Kutu BANGSAT di Istana segera Basmi dan singkirkan dr Istana,trojan kutu bangsat istana basmi singkirkan istana,Negatif
406,Herbert Hutabarat,"Maju terus Pak Jokowi, kami tetap dukung demi ""mimpi besar"" yakni Indonesia Maju, abaikan para kadrun nyinyir. Salam damai dan kemajuan NKRI dari Kota Sibolga, Prov Sumut 🇮🇩🇮🇩🇮🇩❤️❤️❤️",maju jokowi dukung mimpi indonesia maju abaikan kadrun nyinyir salam damai kemajuan nkri kota sibolga prov sumut,Negatif
407,Agus Bintopo Story,Ya Robb hancurkan lah orang2 yg berbuat dzolim pada NKRI,rob hancurkan orang berbuat zalim nkri,Negatif
408,Abyan Amrullah,#IndonesiaMaju,indonesiamaju,Positif
409,ryanto Nur,"Hadir pak 💪💪 ketegasan seorang pemimpin berani menerima kritik masukan dan mau memperbaiki berdasarkan uu semua untuk kemajuan INDONESIA dan RAKYATNYA
❤️🇮🇩
❤️My Presiden",hadir ketegasan pemimpin berani menerima kritik masukan memperbaiki berdasarkan kemajuan indonesia rakyatnya presiden,Negatif
410,taat cemerlang,semangat terus dan berjuang,semangat berjuang,Positif
411,Edy Haryadi,"Presiden Jokowi dalam jumpa pers ini terkesan seperti mengabaikan hukum, melawan putusan hakim Mahkamah Konstitusi (MK). Sudah jelas disebut hakim MK bahwa UU Omnibus Law ini bertentangan dengan UUD 1945 atau inkonstitusional bersyarat, masih ngotot memaksa pendapat bahwa peraturan masih berlaku seperti business as usual dan tidak melihat adanya kegentingan yang memaksa. Padahal sudah jelas dinyatakan  pemerintah diberikan kesempatan dua tahun untuk memperbaiki naskah UU Omnibus Law Cilaka  jika UU ini tidak mau dinyatakan inkontitusional permanen, dan dilarang mengeluarkan aturan yang berdampak luas  pada masyarakat luas, misalnya penetapan Upah Minimum Provinsi yang dibuat atas dasar Peraturan Pemerintah sebagai turunan UU Cipta Kerja. Yang terpenting pak Jokowi, dalam dua tahun ini mulai lagi pembahasan UU Ominubus Law dari nol dengan melibatkan seluruh unsur masyarakat, buruh dan mahasiswa (calon pekerja), sehingga UU Omnibus Law lebih aspiratif dan tidak hanya menguntungkan kelompok pengusaha yang menjadi sponsor UU Cilaka ini terutama pada klaster ketenagakerjaan. Itu saja masukan saya sebagai warga masyarakat dan pendukung pak Jokowi.",presiden jokowi jumpa pers terkesan mengabaikan hukum melawan putusan hakim mahkamah konstitusi mk hakim mk omnibus law bertentangan inkonstitusional bersyarat ngotot memaksa pendapat peraturan berlaku busines as usual kegentingan memaksa dinyatakan pemerintah kesempatan memperbaiki naskah omnibus law cilaka dinyatakan inkontitusional permanen dilarang mengeluarkan aturan berdampak luas masyarakat luas penetapan upah minimum provinsi dasar peraturan pemerintah turunan cipta kerja terpenting jokowi pembahasan ominubus law nol melibatkan unsur masyarakat buruh mahasiswa calon pekerja sehinga omnibus law aspiratif menguntungkan kelompok pengusaha sponsor cilaka klaster ketenagakerjan masukan warga masyarakat pendukung jokowi,Negatif
412,NTZN BGZT,"masalahnya buruh/pekerja itu banyak yang tidak kompeten dan kualitasnya tidak sebanding dengan apa yang diharapkan pengusaha. faktor SDM adalah faktor paling ""krusial"". 
Saya ada usaha, faktor perijinan TIDAK LEBIH RUMIT daripada faktor SDM yang tidak berkualitas. Pengusaha juga mau karyawannya sejahtera, tapi jika karyawannya ""NDABLEG"" kami tidak rela mereka sejahtera. Gitu aja. Simpel.",buruh pekerja kompeten kualitasnya sebanding diharapkan pengusaha faktor sdm faktor krusial usaha faktor perijinan rumit faktor sdm berkualitas pengusaha karyawanya sejahtera karyawanya ndableg rela sejahtera simpel,Negatif
413,gehan gehan,Selamat siang bpk ku pk jokowi yg saya cintai terus maju pk jokowi semoga bpk sehat selalu memimpin negara ini,selamat siang penjahat kelamin jokowi cintai maju penjahat kelamin jokowi semoga sehat memimpin negara,Positif
414,mebel jantunghati,"Banyak birokrat bpk yg lelet dan kianat, mulai dari tingkat dirjen ke bawah, semoga mereka mau berubah  lebih baik liat kesungguhan bpk utk negara lebih baik. 😭😭",birokrat lambat kianat tingkat dirjen semoga berubah lihat kesunguhan negara,Negatif
415,Aris Wibowo,Hidup Pengusaha.,hidup pengusaha,Negatif
416,Tjeppy Mulyadi,Maju terus pak walau pun ada keputusan MK. Reformasi peraturan dan perundangan hrs jln  terus,maju keputusan mk reformasi peraturan perundangan jalan,Negatif
417,Sundari Margono,"Semoga NKRI tetap aman tentram damai.
Sehingga kondisi NKRI kondusif bagi seluruh pelaku usaha mulai usaha kecil menengah sampai investor yang akan membuka lapangan kerja seluas-luasnya untuk Rakyat Indonesia Aamiin3x
Mohon tidak mengijinkan untuk para pendemo di jalan raya atau ditempat umum yang mengganggu ketertiban di tempat umum.
Jika ada hal-hal kritik sebaiknya disampaikan perwakilan terbatas atau secara tertulis.
Terlebih masih masa pandemi.
Usulan saya pribadi, terima kasih.
Saya terus mendoakan NKRI terus bertumbuh menjadi negara maju disegala bidang Aamiin3x",semoga nkri aman tentram damai sehinga kondisi nkri kondusif pelaku usaha usaha menengah investor membuka lapangan kerja seluas luasnya rakyat indonesia aminxmohon mengijinkan pendemo jalan raya ditempat mengangu ketertiban kritik perwakilan terbatas tertulis pandemi usulan pribadi terima kasih mendoakan nkri bertumbuh negara maju disegala bidang aminx,Positif
418,rizal yamin,"Bagus, ada konsistensi",bagus konsistensi,Positif
419,pecinta kucing dan burung,Terbaik👍👍👍👍👍,terbaik,Positif
420,CONSIST10 tv,"Mr Jokowi is the great indonesia's precident... 
Majulah Indonesiaku dibawah pimpinanmu..
Majulah  seluruh  pekerja Indonesia... 
Tetap semangat bekerja demi indonesia tercinta.",mr jokowi is the great indonesia precident majulah indonesiaku dibawah pimpinanmu majulah pekerja indonesia semangat indonesia tercinta,Positif
421,Yosua Kevin,sehat selalu untuk Yth. Bapak Presiden beserta jajarannya. Amin.,sehat yth presiden beserta jajaranya amin,Positif
422,akmal official,"Nasib nasib jadi pengangguran  
3 tahun jadi beban keluarga  dan beban negara 
Pak presiden  tolong  saya apa pak 
Kasih modal usaha 
Upaya segala upaya sudah saya lakukan 
Dari pinjaman 
Ikutin prakerja tapi lemot sistem 
Pendaftaran nya 
Ojek online SIM C mati 
Ga ada modal buat bikin",nasib nasib penganguran beban keluarga beban negara presiden tolong kasih modal usaha upaya upaya lakukan pinjaman ikutin prakerja lambat sistem pendaftaran ojek online sim mati modal bikin,Negatif
423,Nyoman BD,"semoga kepastian hukum dan keamanan investasi selalu terjamin..., 
Demokrasi yg mengedepankan unjuk rasa oleh sebagian pekerja, bisa membuat investor berpaling ke negara lain...",semoga kepastian hukum keamanan investasi terjamin demokrasi mengedepankan unjuk pekerja investor berpaling negara,Negatif
424,Andrian Arsa,Saya dukung demi Indonesia jaya,dukung indonesia jaya,Positif
425,NOACHIKEN CHANNEL,"minyak goreng makin mahal, kemana kelapa sawit",minyak goreng mahal kemana kelapa sawit,Negatif
426,Oppa Arif,"Maju terus pak Presiden Jokowi, tidak ada kata mundur apapun halangannya demi Indonesia maju, modern, mandiri dan sejahtera.",maju presiden jokowi mundur apapun halanganya indonesia maju modern mandiri sejahtera,Positif
427,Pak Solikin,"Satu kata untuk Presidenku,: JOSSS",presidenku jos,Positif
428,Harsoyo Saputro,Penghalangnya kan keputusan MK,penghalangnya keputusan mk,Positif
429,FARYS   FISHING,Dengan adanya UU CIPTA KERJA ini kami sangat di rugi kan uang phk dan pensiun pun jauh turun apalagi uang pengunduran diri cuman dapat berapa aja walau udah kerja lama seperti yg dialami rekan2 kami saat ini,cipta kerja rugi uang phk pensiun turun uang pengunduran cuma kerja dialami rekan sat,Negatif
430,NTZN BGZT,"gpp yang masih mau kerja banyak, jadi bagi mereka yang ngga upgrade skill, ngga kompeten, ya ngga dapat plus-plus lebih, silakan mundur cari pekerjaan lain. Fresh grad silakan masuk. Justru bagus rotasinya cepat, buat yang ngga bisa lari cepat akan tertinggal dengan sendirinya. 
Maka seleksi alam akan muncul SDM yang lebih bagus, mereka yang mengandalkan ""jatah"" ""kekuasaan"" ""uang"" ""kedekatan"" akan hilang endirinya.",gp kerja nga upgrade skil nga kompeten nga plus plus silakan mundur cari pekerjan fresh grad silakan masuk bagus rotasinya cepat nga lari cepat tertingal seleksi alam muncul sdm bagus mengandalkan jatah kekuasan uang kedekatan hilang endirinya,Negatif
431,Dra Siswati,Semoga bisa ditrapkan dengan baik dan membawa berkah buat masyarakat Indonesia.Aamiin.,semoga ditrapkan membawa berkah masyarakat indonesia amin,Positif
432,Eddy Y sumolang,Terimakasih Presiden Jokowi,terimakasih presiden jokowi,Positif
433,R Soeseno,"Yg penting tidak akan merugikan bangsa dan negara, tetap pada pendirian yg real dan terpercaya demi berkelanjutan kehidupan bermasyarakat dan perlindungannya. Maju terus.Indonesia pasti maju dan bisa dibawah Presiden yg over vision. Lanjut.....",merugikan bangsa negara pendirian real terpercaya berkelanjutan kehidupan bermasyarakat perlindunganya maju indonesia maju dibawah presiden over vision,Negatif
434,Ahmad Khoiruddin,"Pak jokowi ini kok nggak ada istirahatnya ya, kerja dan kerja , semoga sehat selalu pakde  ....

Semoga amandemen 3 periode👍👍👍",jokowi ngak istirahatnya kerja kerja semoga sehat pakde semoga amandemen periode,Positif
435,Budy Satya,"Terima kasih bapak presiden jowowi atas keputusan bapaklah tentang uu cipta kerj, kami Buruh sangat sengsarah,. Kalian hanya memikirkan investasi yang masuk sementara kami buruh kalian biarkan,. Muda""han kalian sehat selallu pak di atas penderitaan kami😇😇",terima kasih presiden jowowi keputusan bapaklah cipta kerj buruh sengsarah memikirkan investasi masuk buruh biarkan muda han sehat penderitan,Positif
436,Bayu Ari wibowo,"Ngomong dipikir dl bro, klo ada pabrik luar negri masuk indo, otomatis warga indo dpt pekerjaaan, dan gk perlu keluar negri, dan sdm kita melimpah, jd harus dikerjakan di negri kita, klo cm mentah yg di expor kita untung sedikit, cina yg untung bnyak karna diolah dan dijual lg, makanya dioroduksi diindo dan u tuk warga indo, buat warga indo murah, klo diexpor tambah lg nilai jualnya, itu bro",bicara dipikir saudara laki-laki pabrik negri masuk indo otomatis warga indo pekerjan negri sdm melimpah negri cm mentah expor untung cina untung bnyak diolah dijual dioroduksi dindo tuk warga indo warga indo murah diexpor nilai jualnya saudara laki-laki,Negatif
437,Dadan Sudrajat,"Maju tak gentar , membela negara dan pemerintahan Jokowidodo.",maju gentar membela negara pemerintahan jokowidodo,Negatif
438,freshoot,"siapa yg  ngomong HAM?
siapa pula yg minta lahir di negara ga jelas milik nenek lu??",bicara ham lahir negara milik nenek,Negatif
439,Alim Susanto,Bela matamu,bela matamu,Positif
440,MOMO PUTRA TOMO,@Ardhy21 Ardhy21 kalau Bosan Hidup ... Ya Silahkan Mati.... Kalau Bosan Tinggal di NKRI... Silahkan Pergi..... SIMPLE Bukan???,ardhy bosan hidup silahkan mati bosan tingal nkri silahkan pergi simple,Negatif
441,freshoot,"bermulut bersih(oral hygine)
berkelakuan.... jawab sendiri...
adakah pejabat yg bermulut jamban?",bermulut bersih oral hygine berkelakuan adakah pejabat bermulut jamban,Negatif
442,Rizqi Nuridin,Maju tak gentar membela yg benar &pintar.,maju gentar membela pintar,Negatif
443,freshoot,bela yg bayar(infestor) tak peduli uang nya black apa white,bela bayar infestor peduli uang black white,Negatif
444,Samule Silla,Undang undang kerja kan kelompok anis baswedan korni korni nya yg ajak demo demo anis baswedan presiden. Sekarang bpk presiden joko widodo presiden lg yg di cari sm buruh buruh mesti nya anis baswedan,undang undang kerja kelompok anis baswedan korni korni ajak demo demo anis baswedan presiden presiden joko widodo presiden cari sm buruh buruh mesti anis baswedan,Negatif
445,Aryawan,"statement Presiden kita yang sangat jelas ,maka mari kita jaga NKRI Harga Mati",statement presiden mari jaga nkri harga mati,Negatif
446,TimnasNewsDaily,"Perusahaan terus yang dipikirin, buruhnya piye pakkk.. Sudah susah makin miskiiinnn.....",perusahan dipikirin buruhnya piye susah miskin,Negatif
448,evan kurniawan,Klu ada oknum mk dan ma yg menerima suap dlm mengambil keputusan penjarakan aja hakimnya jgn pernah takut,klu oknum mk ma menerima suap mengambil keputusan penjarakan hakimnya takut,Negatif
449,era suharto,Mantap gak ada keraguannya,mantap keraguanya,Positif
450,djudjur prasasto,Semangat untuk Indonesia Maju....!!,semangat indonesia maju,Positif
451,Aristyahiswara 002,Sehat selalu Pak,sehat,Positif
452,zainul imam,"Kalo demo terus kita sendiri yg susah...investor lari, kerjaan juga susah...🤔 lanjutken pak presiden...",demo susah investor lari kerjan susah lanjutken presiden,Negatif
453,Ari Nugroho,"yang bilang gw ga baca uu ciptaker sini main ke cikarang biar sekalian gw jelasin dan gw kasih unjuk inplementasi sekarang... banyak anak2 baru lulus gada kepastian soal kerja, dia bisa kerja dengan upah dibawah layak semaunya perusahaan tanpa ikatan. jadi bebas dibuang begitu saja, apa bedanya dengan penjajahan ? disini bahas khusus klaster ketenaga kerjaan. jadi be a smart, kita ga menolak semua nya. yang kita tolak hanya yang merugikan dan yang tidak ada kepastian hukum. kita manusia punya akal pikiran dan keluarga, bukan binatang yang bisa digunakan seenaknya para pemilik modal. dan soal usaha sendiri alhamdulillah kecil tapi sudah punya, tapi apakah semua punya usaha, jangan egois masih banyak yg mengandalkan urusan dapur dari upah perusahaan tempatnya bekerja. dan satu lagi, tutur kata mencerminkan sikap. tutur kata yang buruk maka value orang tsb lebih buruk.",bilang baca ciptaker main cikarang biar jelasin kasih unjuk inplementasi anak lulus gada kepastian kerja kerja upah dibawah layak perusahan ikatan bebas dibuang bedanya penjajahan bahas khusus klaster ketenaga kerjan be smart tolak tolak merugikan kepastian hukum manusia akal pikiran keluarga binatang senaknya pemilik modal usaha alhamdulilah usaha egois mengandalkan urusan dapur upah perusahan tempatnya mencerminkan sikap buruk value orang buruk,Negatif
454,Paul Sidabutar,"@Ari Nugroho Ya gak usah kerja di perusahan kalau mau cuti2 bagus buat usaha sendiri.
lagian lu yg gak baca semua uu cipker kontoI.
di indonesia masih mending hak2 buruh masih diperhatikan, coba dinegara lain kalau ada buruh manja dan suka ngeluh dan demo bakalan langsung dikeluarin!!",nugroho kerja perusahan cuti bagus usaha baca cipker kontoi indonesia hak buruh diperhatikan coba dinegara buruh manja suka ngeluh demo langsung dikeluarin,Negatif
455,zainul imam,"Di malaysia semua buruh pabrik sistem OUTSORCHING kalo pihak managament pabrik gk suka tinggal minta tukar org, jadi gk ada demo2, jdi pemerintah indonesia msh lbh baik krena msh memperhatikan hak2 buruh...",malaysia buruh pabrik sistem outsorching managament pabrik suka tingal tukar orang demo pemerintah indonesia lbh krena memperhatikan hak buruh,Negatif
456,Ari Nugroho,"kalau tidak tahu kondisi lapangan yang sebenarnya ga usah komentar negatif... UU CIPTAKER banyak merugikan pekerja... salah satu contoh kecil, hak cuti tahunan hilang, perusahaan tidak memiliki kewajiban memberikan cuti. Jadi pelajari dulu dengan baik dan lihat langsung ke lapangan bagaimana implementasi nya...",kondisi lapangan komentar negatif ciptaker merugikan pekerja salah contoh hak cuti tahunan hilang perusahan memiliki kewajiban cuti pelajari lihat langsung lapangan implementasi,Negatif
457,Mufazky,"yang demo itu pendek pendek mikir nya, mungkin mereka mikirnya gini, kalo investor masuk, kerjaan makin susah, padahal kalau investor masuk kerjaan makin gampang",demo pendek pendek mikir mikirnya investor masuk kerjan susah investor masuk kerjan gampang,Negatif
458,Yustinus Restuana,"Semoga aparatur negara yg berkompeten dan terkait dengan UU Ciptaker dalam tenggang waktu 2 thn yg ditetapkan MK bekerja dengan amanah merefisi hal"" yg memang perlu direfisi demi kemajuan bangsa dan kesejahteraan rakyat.",semoga aparatur negara berkompeten terkait ciptaker tengang ditetapkan mk amanah merefisi direfisi kemajuan bangsa kesejahteran rakyat,Negatif
459,Razendra,Pastikan apa kita di pegang vendor hampir 5 th lebih gda tuh yg namannya kesejahteraan... Mangkanya jangan ngomong doang Jokowi datang lah langsung ke plumpang para supir kenek tangki BBM sengsara,pastikan pegang vendor uang namanya kesejahteran mangkanya bicara jokowi langsung plumpang supir kenek tangki bm sengsara,Negatif
460,masrik mohd,Ayo pak presiden tambah lagi lapangan kerja...lawan yg mau buat onar...jaya Indonesia..,ayo presiden lapangan kerja lawan onar jaya indonesia,Positif
461,Eko Purwanto49,UMP dinaikan lah,ump dinaikan,Negatif
462,Juanda Simanjuntak,Gasss..trusss pak Dehhh..💪👍👍🇲🇨,gas deh,Positif
463,Pipa Putra,"*Saya sbg rakyat kecil mempertanyakan keberadaan Mahfud Md, sbg mantan Ketua MK seharusnya beliau memberikan saran agar tdk terjadi maladministrasi, ttg kelalaian...*",rakyat keberadan mahfud md mantan ketua mk beliau saran maladministrasi tg kelalaian,Negatif
465,ini ino,PCR. Dan review lagi ke absahan virus corona... Jangan jadi badut media dan propaganda Amerika,pcr review absahan virus corona badut media propaganda amerika,Negatif
466,Eko Heru Nurfathoni,Aku gk nduwe UMK pak...,nduwe umk,Negatif
468,Arisman Gulo,"Mantap pak presiden
Sehat trus 🙏💪",mantap presidensehat,Positif
470,PERSPEKTIF,industri 4.0 siap sambut Indonesia maju terus RI ku,industri sambut indonesia maju ri,Positif
471,Atoe 358,Salam sejahtera selalu menyertai kita semua,salam sejahtera menyertai,Positif
472,MASS channel,mantap pk presiden,mantap penjahat kelamin presiden,Positif
473,Jimmy Paat,"Maju terus... menuju Indonesia makin maju n modern.
Pancasila, NKRI harga mati.
Bravo Pak Jokowi, GBU.🙏🇮🇩",maju indonesia maju modern pancasila nkri harga mati bravo jokowi gbu,Negatif
474,Manusia Merdeka,Indonesia  semakin MAJU   artinya  bakal   MA suk  JU  rang,indonesia maju ma masuk ju rang,Positif
476,NKRI HRGMATI,Kereeen.... lanjutkan....👍,keren lanjutkan,Positif
477,NANANG SOESANTO,Orang2 hebat sedang berdiri disana. 👍💯,orang hebat berdiri disana,Positif
478,Andi Hardiyansyah,Pak Presiden tolong oramas2 yg ada di Indonesia di bubarkan,presiden tolong oramas indonesia bubarkan,Negatif
479,Mimi fahreil Fahreil,"Ayo pak jokowi perbanyak pelabur asing masuk,klu bisa di mana2 kota ada pelabur asing masuk desa..tolong ya pak jokowi 🙏🙏🙏, jangan cuma di kota saja pabrik",ayo jokowi perbanyak pelabur asing masuk klu kota pelabur asing masuk desa tolong jokowi kota pabrik,Positif
